O rock thing
E rhinoceros elephant
O square rectangle
A vehicle move
I car building
I cook person
I rock plant
I student scholar
E bird fish
O clothing hat
E refrigerator sofa
O bird animal
I animal mammal
I bird mammal
E banana fruit
I lesson spoon
A ant glass
O hue color
E ferrari car
O beverage shirt
O car vehicle
O cat canine
O flower plant
E people learner
I thing computer
E human immortal
E rose fish
E chair furniture
I animal primate
O planet body
O scooter truck
O bicycle car
I tree plant
E squirrel bear
E dog cat
I educator robot
E whale human
A stone tree
E lion human
I politician animal
A dog bird
I carnivore cat
E primate human
E house building
O eraser tool
I student person
E bat bird
O animal reptile
O mammal animal
O number thing
O beverage solid
E cat mammal
I dog cat
I city city
I vertebrate spoon
I reptile animal
I dog swim
E tree alive
E pen tool
I reptile mammal
O pet dog
I tree sunlight
O bug insect
O dog cat
I insect wing
O pizza food
O square rectangle
A object table
I student athlete
A cat animal
O husband people
I scientist people
E human teacher
O book spoon
I thing mountain
I flower rose
I animal dog
A human doctor
O senator citizen
O note wave
E book paper
A bench chair
I animal vertebrate
O building house
O animal insect
I shark bird
E reptile mammal
O people adult
E magazine novel
O canine mammal
A fish reptile
O table furniture
O tool item
I eagle bird
E earth planet
E cat dog
A bird fish
E mammal bird
E bird fish
O airplane vehicle
A bird beak
O polygon circle
A flower rose
I carrot food
I pediatrician training
A elephant object
I shark fish
O planet star
I human being
O insect doctor
A gas liquid
I emotion thing
E ant mammal
I creature predator
I item chair
O triangle polygon
A apple carrot
O transportation vehicle
I reptile alien
I item book
A human robot
O vegetable carrot
I fish mammal
O sibling relative
E planet furniture
A bachelor human
I vehicle fruit
I athlete enthusiast
E animal plant
O mammal dog
I horse thing
E teenager object
O snake reptile
O people mammal
I instrument emotion
E sculpture poetry
I spider leg
O tree rose
E bird mammal
I toyota vehicle
O bird animal
E cat dog
O plant organism
E table creative
I thing human
O automobile vehicle
A mammal fish
E fish animal
O mammal animal
O dolphin fish
I person professional
I politician creature
E people robot
O professional teacher
I car item
I water solid
A animal parrot
I amphibian planet
E insect vertebrate
A shirt clothing
E food tomato
O mammal animal
O plant flower
O people bird
A cat dog
A bird insect
A feline canine
I pet bird
O dog animal
O transportation car
O whale fish
E circle triangle
I snake mammal
I insect bird
I mammal feline
I organism chair
A bicycle car
E plant bird
E vegetable apple
I motorized_vehicle car
E lion mammal
I flower rose
I activity sport
O glacier water
O water liquid
E dog animal
A sparrow bird
E screwdriver hammer
O profession doctor
O elephant mammal
A human tree
