142,there are no amphibians that do not live on both land and in water 
143,there are no roses that are vegetables 
144,every feline is an animal 
145,no buildings are found within the group of plants 
146,no gold is silver 
147,everything that is a planet is a celestial body 
148,it is true that no bird is an insect 
149,a computer is never a tablet 
150,it is not true that any input device is used for typing 
151,the group of birds is a subset of the group of creatures with feathers 
152,every shoe is a type of footwear 
153,there are some vegetables which are apples 
154,anything which is an animal is a flightless thing 
155,there exist no creatures that are both fish and reptiles 
156,nothing that is a bird is also a mammal 
157,all of the things that are windows are animals 
158,it is a fact that every single soda is a liquid 
159,every single liquid is wet 
160,it is true that everything that is a sun is a star 
161,anything that is a human is a mammal 
162,every single fruit contains seeds 
163,none of the things that are shrubs are plants over 20 feet tall 
164,some of the planets are animals 
165,every single priest is a person 
166,a car is never an airplane 
167,there are no fish which are mammals 
168,it is a certainty that every single teacher is a human being 
169,nothing that is a robot is an organic being 
170,anything that is a human is a mammal 
171,any object that is a body of water is a gas 
172,there are no vegetables that can be described as fruits 
173,every person who is a politician is a mortal 
174,there are no trees that are living organisms 
175,anything that is an oak is a plant 
176,there are no trees that are also animals 
177,the set of stars and the set of celestial bodies that orbit other celestial bodies are mutually exclusive 
178,anything that is a fruit is not a baked good 
179,each and every kitchen is a room 
180,all fish are birds 
181,anything that is a dog has fur 
182,the group of humans and the group of people have nothing in common 
183,all of the things that are robins are birds 
184,it is a fact that every single dog is a mammal 
185,a creature that is a dog is never a mammal 
186,there are people who are students 
187,no car is a boat 
188,there are no cars that are boats 
189,every single vegetable is a plant 
190,there exist some apples that are fruits 
191,every single creature that is a dog is also a mammal 
192,every single dog is an animal 
193,there are no eagles that are mammals 
194,every insect is an animal 
195,anything that is a liquid is a fluid 
196,every human is a being that has eyes 
197,dogs are in no way mammals 
198,all machines are humans 
199,every single fish is a creature 
200,there are no birds which are insects 
201,no item that can be described as a cat is a dog 
202,there exists no dog that is also a plant 
203,there is a person who is both a politician and a lawyer 
204,anything that is a flower is made of metal 
205,every single thing that is a truck is a vehicle 
206,there are no animals that are both fish and warm blooded 
207,every single reptile is a living thing 
208,anything that is a fish can fly 
209,there are some sweet foods that are cakes 
210,not a single thing that is a machine is an animal 
211,anything that is a priest is a man 
212,there is no machine that is a chair 
213,every single house is a thing that is a building 
214,there are no parrots which are mammals 
215,every single bird has the ability to read novels 
216,nothing that is a land animal is an aquatic animal 
217,there are no vehicles that are made of metal 
218,some writers are also poets 
219,every single organism that is a fish lives in trees 
220,any and all humans are mortal 
221,anything that is a sparrow is also a bird 
222,there are some animals that are not mammals 
223,anything that is a poet is also a writer 
224,anything that is a mammal is a creature that is warm blooded 
225,it is the case that every single stone is a cloud 
226,nothing that is an emotion is a feeling 
227,it is the case that no liquid is a fluid 
228,there are no paintings that are also works of literature 
229,there exist vegetables that grow 
230,anything that is a square is a quadrilateral 
231,the group of professionals is a subset of the group of people 
232,anything that is a car is a vehicle 
233,it is true that some things that are trees are not oaks 
234,there are some vehicles that are machines 
235,anything that is a liquid is not a solid 
236,it is not true that any flower is a plant 
237,there are some creatures that are mythical that are centaurs 
238,there are no vegetables that are apples 
239,there is nothing that is a canine which is also a feline 
240,every single human is not a fish 
241,there are no animals that are rocks 
242,it is the case that all actors are performers 
243,there are some dogs that are cats 
244,every single country has a capital city 
245,the group of creatures that have eight legs does not intersect with the group of arachnids 
246,it is the case that no bird is a reptile 
247,every single liquid is wet 
248,there are no plants that can be called trees 
249,anything that is a table is not a tree 
250,every mammal is an animal 
251,every single tree is a thing that is alive 
252,there is no square that is a circle 
253,it is true that every pen is an object 
254,there is no overlap between living things that can breathe oxygen and rocks 
255,it is the case that no mammal is an animal 
256,every triangle is a shape 
257,every cat is a mammal 
258,every cat is an animal 
259,every single car is a type of vehicle with an engine 
260,it is a fact that all cats are felines 
261,any creature that is a bird is an animal 
262,every fruit is an object that contains seeds 
263,there are no moons that are also planets 
264,nothing that is a fiction book is a biography 
265,mountains can not be oceans 
266,there exist no machines that are also humans 
267,not a single rock is an animal 
268,anything that is a triangle is not a shape with three sides 
269,it is the case that no computers are laptops 
270,every single star is a planet 
271,anything that is a human is a mortal 
272,a smartphone is a tool 
273,there are some planets which are roses 
274,nothing that is a vehicle is able to fly 
275,none of the things that are cats are aquatic animals 
276,every single thing that is a dog is a mammal 
277,there exist some individuals who are artists that are not painters 
278,it is not true that any mammal is a fish 
279,everything that is a living organism is a thing that consumes energy 
280,it is true that some europeans are people 
281,everything that is a cloud is also a reptile 
282,any item that is a tree is a plant 
283,nothing that is a fruit is broccoli 
284,there are some buildings that are not skyscrapers 
285,not one single nonfiction book is a fictional work 
286,some fast food restaurants have a drive thru 
287,every single vegetable is a planet 
288,every mammal is a thing that is an animal 
289,the category of moons and the category of celestial bodies do not overlap 
290,there are no rocks that can be classified as plants 
291,every single creature that is a pig is capable of flight 
292,no liquids are cats 
293,not one cat is a pet 
294,the set of artists contains no people who conduct systematic research 
295,it is the case that all dogs are mammals 
296,there are no birds that are fish 
297,the class of insects and the class of creatures with eight legs do not overlap 
298,every single cloud is a vehicle 
299,anything that is a novel is a book 
300,there are no reptiles that are humans 
301,there are some animals that are mammals 
302,liquids are in no way substances 
303,every single piece of gold is a precious substance 
304,every novel is a work of fiction 
305,it is true that everything which is a bird is a winged creature 
306,anything that is a tree is a musical instrument 
307,anything that is a car has an engine 
308,it is not true that any insect is a creature with eight legs 
309,a few shoes are fruits 
310,absolutely nothing that is an aquatic animal is a feline 
311,there are no things which are animals that are plants 
312,not one single doctor is a person who performs on stage 
313,fathers are in no way humans 
314,everything that is a car is a sentient cloud 
315,all sedans are cars 
316,there are no flying creatures which are birds 
317,no fish are creatures with fur 
318,nothing that is a vehicle is a mode of transportation 
319,it 's the case that all furniture is made of wood 
320,every single dog is a mammal 
321,anything that is a stone is soft 
322,there is no fish that is a mammal 
323,there are no polygons that are shapes with three sides 
324,every single liquid is a fluid 
325,there are some animals that are birds 
326,every single dog is capable of photosynthesis 
327,there are no shirts that are also pants 
328,there are no mythical creatures who are people 
329,every dog is a mammal 
330,anything that is water is also an h2o molecule 
331,there are some smart people that are physicists 
332,every single vegetable is green 
333,there are no objects that are furniture 
334,there are no animals that are both carnivores and herbivores 
335,every single nurse is someone who can fly 
336,there are no stars that are planets 
337,anything that is a planet is secretly a robot 
338,there are no vegetables that are fruit 
339,it is not the case that animals are non birds 
340,stars are in no way celestial bodies 
341,there exist mammals who are cats 
342,every single grape is a fruit 
343,every person who is a child is a mortal 
344,anything which is a doctor is also a person 
345,every single polygon is a square 
346,dogs are in no way cats 
347,it is true that every dog is a mammal 
348,it is true that every single number is a concept 
349,any animal that is a cat is a mammal 
350,any animal that is a lion is a carnivore 
351,every bird in existence is made of glass 
352,it is the case that no cats are dogs 
353,it is not the case that every novel is a short story 
354,every single thing which is a fish is a creature 
355,it is the case that no cars are bicycles 
356,it is the case that every teacher is a college graduate 
357,every sparrow is a type of animal 
358,not a single person who is a parent is a human 
359,it is not true that any dog is a cat 
360,every single mortal is a number 
361,it is true that no birds are mammals 
362,any creature that is an animal is a bird 
363,every single tree is a plant 
364,there are no vegetables that are fruits 
365,there are no sofas that are furniture 
366,there are some elephants which are mammals 
367,every person who is a primate is a mammal 
368,not a single square is a circle 
369,any item that is a phone is a plant 
370,it is true that everything that is an elephant is a mammal 
371,it is true that no liquids are solids 
372,any and all reptiles are lizards 
373,anything that is a plane is a vehicle 
374,it is true that any dog is an animal 
375,there exist no dogs which are cats 
376,nothing that is a vehicle is an object with wheels 
377,a creature that is a reptile is never a mammal 
378,nothing that is a square is a circle 
379,no cities are countries 
380,any golden retriever is a mammal 
381,every single insect is an arthropod 
382,there are no creatures that are both humans and organisms 
383,anything that is a reptile is also an animal 
384,there are no vegetables that are not poisonous 
385,every triangle is a polygon 
386,there are no fish which are mammals 
387,every single rhino is a mammal 
388,anything that is a song is also a composition 
389,the class of birds and the class of cars do not overlap 
390,the group of even numbers and the group of animals are mutually exclusive 
391,every single creature that is a canine is a mammal 
392,nothing that is a stone is a meat 
393,there exist some things which are birds that are not animals 
394,every dog is a canine 
395,houses are never schools 
396,anything that is an elephant is a mammal 
397,anything that is a vegetable is a plant 
398,every sport requires physical activity 
399,every single liquid is a fluid 
400,a few of the buildings are houses 
401,any structure which is a house is made of chocolate 
402,anything which is a bird is an animal 
403,anything that is a fruit is a food that contains seeds 
404,every single dog is an animal 
405,every single apple is a food 
406,anything that is a stone is not a berry 
407,every single dog is a cloud 
408,every single dog is a mammal 
409,every sky is a blue thing 
410,some penguins are birds 
411,every single liquid is solid 
412,there is no celestial body that is a thing in the sky 
413,it is the case that no fruits are vegetables 
414,every single book is a planet 
415,every single cat is an animal 
416,every single ocean is a body of water 
417,every single plant is food 
418,any animal that is a land animal is not a whale 
419,every single vegetable is not a fruit 
420,a few of the insects are beetles 
421,every single human is a cloud 
422,there are no dogs who are cats 
423,some chairs are people 
424,every single novel is a planet 
425,there is nothing that is a planet that is not also a celestial body 
426,all fish are animals that live in water 
427,every single dog belongs to the canine family 
428,every single cat is a living creature 
429,every fish is a creature that is an amphibian 
430,nothing that is a car is a motorcycle 
431,there are no numbers that are tables 
432,anything that is a vegetable is not a plant 
433,every single bird is a fish 
434,not a single object that is a car is a boat 
435,a group of numbers are planets 
436,there are some mammals which live on land 
437,some liquids are cats 
438,every computer is a plant 
439,everything that is a spoon is a piece of cutlery 
440,there are some mammals that are primates 
441,every single mammal is a living thing 
442,there are no cats which are fish 
443,there are no fish that are mammals 
444,the set of honest people and the set of liars are mutually exclusive 
445,there are no animals that are flying vehicles and are also canines 
446,there are no squares which are round 
447,every item that is a mammal is an animal 
448,it is true that no numbers are waves 
449,there are no cars that can be called boats 
450,every single cat is an animal 
451,it is true that everything which is a bird is a winged creature 
452,anything that is an apple is a cloud 
453,nothing that is a pet animal is also a feline 
454,all people who are doctors are those who have medical training 
455,there are no mammals that are birds 
456,some of the felines in the world are lions 
457,absolutely no primary color is also a secondary color 
458,there are some things which are clouds that are not made of water 
459,the category of fish is a subset of the category of animals 
460,something that is a living organism is a mammal 
461,every single laptop is a computer 
462,among dogs there are some that are carnivores 
463,every single feline is a mammal 
464,there is no overlap between the category of vegetables and the category of fruits 
465,every single thing which is a dog is an animal 
466,anything that is a tree is made of wood 
467,there are no dogs that are cats 
468,there are no birds that can be called fish 
469,everything that is a human is also a primate 
470,there are no footwear items that are clothing 
471,spiders can not be arachnids 
472,there are no cats that are also dogs 
473,any object that is a shape is an animal 
474,there exist some things which are water which are not liquids 
475,there are no squares which are circles 
476,there is no automobile that can be classified as a bicycle 
477,it is not the case that every single person has blood 
478,there are no insects that are animals 
479,anything that is a teacher is an educator 
480,there exist certain creatures that are mammals yet they are not reptiles 
481,there exist some fish that are mammals 
482,every single dog is an animal 
483,the category of non living things and the category of computers have no members in common 
484,it is the case that no two wheeled item is a vehicle 
485,not a single motorized vehicle is a bicycle 
486,every single mammal is an insect 
487,there are no fruits that are things that grow on trees 
488,it is true that every reptile has fur 
489,every single person who is a professor is an academic 
490,every single living being is a cloud 
491,there are all men that are humans 
492,there exist some things which are trees that are not pines 
493,nothing that is a plant is a mammal 
494,anything that is a square is also a quadrilateral 
495,every single thing that is a dog is a mammal 
496,anything that is a car is not an airplane 
497,there are some fish that are salmon that live in fresh water 
498,anyone who is a teacher is an educator 
499,there are no chairs that can be considered musical instruments 
500,every single cat is a type of animal 
501,it is true that everything which is a elephant is a mammal 
502,not a single one of the things that are penguins is a flying bird 
503,there is no snake which is a mammal 
504,every single human is a mammal 
505,anything that is a bird is a mammal 
506,every item that is a rose is also a flower 
507,there is no man that is a cat 
508,every single animal that is a cat is a vertebrate 
509,every item that is a fish is a plant 
510,it is true that every human being is a vegetable 
511,every nurse is a healthcare professional 
512,drums are completely separate from trumpets 
513,there are no creatures that are both mammals and reptiles 
514,anyone who is a teacher is an educator 
515,it is the case that no liquid is a solid 
516,every fish can be seen to write novels 
517,every dog is an animal 
518,anything which is a mammal is cold blooded 
519,a number of objects categorized as furniture are not chairs 
520,there exist some buildings who are also houses 
521,anything that is a mammal is a living organism 
522,there is no animal that is a living creature 
523,there is no item that is a vehicle which is also a car 
524,all things that are cars are vehicles 
525,every single dog is a mammal 
526,anything that is a bird is a vertebrate 
527,it is true that no car is a boat 
528,zebras are in no way dogs 
529,there are no humans that are animals 
530,every person who is a prime minister is a politician 
531,anything which is a cloud is made of rock 
532,there are no computers that are animals 
533,all people from new york need to pay taxes 
534,anything that is a mammal is warm blooded 
535,there are some animals that are sparrows 
536,there are no flowers that are vegetables 
537,there is no person who is both a musician and a non artistic person 
538,it is the case that everything which is a dog is a mammal 
539,not a single dog is a canine 
540,anything that is a bird is a flying creature 
541,there is no table that is a desk 
542,anything that is an insect has six legs 
543,every single cat is a dog 
544,there are no fish that are mammals 
545,there are no fish that are land animals 
546,every single item that is money is not currency 
547,everything that is a poodle is a dog 
548,there are no tables that are chairs 
549,there are certain leaders who are politicians 
550,there are no reptiles which are also mammals 
551,everything that is a pencil is a writing instrument 
552,some plants are a type of vegetable 
553,every single thing that is a car is a vehicle 
554,anything that is a square is also a polygon 
555,there are no cars that are made of water 
556,a few cars are trucks 
557,there are no mammals which are fish 
558,animals are entirely separate from creatures with beaks and feathers 
559,it is true that no lion is an animal 
560,birds are in no way winged creatures 
561,a portion of buildings are dogs 
562,every single lion is a building 
563,all things which are triangles are polygons 
564,every single banana is a type of fruit 
565,there are some cars that are not a liquid 
566,every single flower is a plant 
567,it is the case that no numbers are concepts 
568,anything which is a rock is heavy 
569,everything that is a hut is a vehicle 
570,anything which is an ocean is a desert 
571,anything that is a unit of time is a liquid 
572,every single cat is a dog 
573,it is true that some people who are students are human 
574,it is true that anything that is a rose is a flower 
575,anyone who is a planet is round 
576,it is the case that every fish lives in a tree 
577,there are no mammals which are reptiles 
578,there is no overlap between even numbers and words 
579,it is a fact that all shirts are garments 
580,there are no dogs that are felines 
581,all hammers are objects made by humans 
582,some of the bees that exist are insects 
583,no animal that is an invertebrate is a vertebrate 
584,every single doctor is a professional 
585,it is true that no comet is a moon 
586,cats are in no way mammals 
587,every single chef is a culinary expert 
588,students are in no way teachers 
589,there are no plants that can be called humans 
590,the class of athletes and the class of non runners have elements in common 
591,anything that is a cat is a creature with three eyes 
592,everything that is a living thing is a creature 
593,there is no soda that is a juice 
594,there is nothing that is a vegetable that is also a fruit 
595,there are no books that are fiction and also non fiction 
596,every single priest is a man 
597,there are no cars that are liquids 
598,anything that is a dog is also an animal 
599,not a single liquid is a solid 
600,any penguin is a living creature 
601,it is true that all roses are flowers 
602,all of the things that are planets are animals 
603,all items that are phones are electronic devices 
604,no pet is a canine 
605,there are no trees that are human beings 
606,no circle is a square 
607,there are no scientists that are authors of fantasy novels 
608,no spoons are forks 
609,every single eagle is a bird 
610,there are no dogs that are felines 
611,every single animal is a living thing 
612,it is the case that no bird is a fish 
613,it is a certainty that every single doctor is a human being 
614,anything that is a dog is a mammal 
615,every single mountain is a landform that is flat 
616,everything that is a tulip is a flower 
617,everything that is a vehicle is something that can fly 
618,there are some voters who are citizens 
619,everything that is a fish is also an insect 
620,all things that are tigers are felines 
621,everything that is a carrot is also a vegetable 
622,there is not a single engineer who is a medical practitioner 
623,it is true that some vehicles are machines 
624,there are no rivers that are oceans 
625,every politician is a citizen 
626,there are no cars which are motorcycles 
627,every single piece of furniture is sentient 
628,there is no triangle that is a square 
629,there are some researchers who are also academics 
630,it is the case that there are no fish that are also mammals 
631,anything that is a mammal is a warm blooded animal 
632,every vehicle that is a car is also a vehicle 
633,there are no items that are both felines and cats 
634,anyone who is a professor is an academic 
635,there are all humans which are primates 
636,every single thing that is a tool is an object 
637,everything that is a chair is furniture 
638,the set of planets and the set of clouds are mutually exclusive 
639,every single geometric figure is an emotion 
640,every bicycle is a vehicle 
641,it is a fact that all birds can fly 
642,anything that is an animal is a mammal 
643,every single person is a human 
644,every mammal is made of glass 
645,it is true that no mammals are insects 
646,there are no trees that can not teleport 
647,every single planet is a thing made of cheese 
648,not a single pencil is a pen 
649,anything that is a mammal is a human 
650,it is not true that any insect is a bird 
651,none of the things that are birds are insects 
652,anything that is a table is furniture 
653,any animal that is a cat is a cloud 
654,there are no animals that are also plants 
655,of the people who are children some of them are humans 
656,it is completely false that any person who is a scientist is an artist 
657,there are no cars that are bicycles 
658,there are some rocks that are guitars 
659,there is nothing that is a fruit that is a baked good 
660,plants are never stones 
661,every vegetable is a cloud 
662,every single cat is a four legged creature 
663,not a single fish is an insect 
664,anything that is a square has four equal sides 
665,it is true that everything that is a dog is an animal 
666,some aquatic animals can be considered fish 
667,it is the case that no arachnid has eight legs 
668,every single thing that is a number is a letter 
669,anything that is a spider is a mammal 
670,it is not true that any ocean is a continent 
671,anything that is a planet is considered a celestial body 
672,anything that is a robot is a thing made of water 
673,not a single man is a woman 
674,all sedans are cars 
675,anything that is a solid is also an animal 
676,every single shark is an aquatic creature 
677,plants are in no way living things 
678,everything that is a star is cold 
679,every single insect is a creature that has six legs 
680,all things that are tigers are felines 
681,there exist some felines that are also pets 
682,there are no numbers which are both even and odd 
683,every single poodle is a canine 
684,anything that is a doctor is an alien 
685,nothing that is clothing is a shirt 
686,everything that is a pencil is a writing tool 
687,anything that is a technology is a piece of furniture 
688,anything that can be called a musician is also an artist 
689,no doctor is a lawyer 
690,a portion of planets are rocks 
691,there exist some birds that can fly 
692,there are some objects that are metals that are not gold 
693,anything that is a square is a shape that is round 
694,it is a fact that every single dog is a creature 
695,nothing that is a chair is a piece of furniture 
696,it is true that some things that are trees do not have roots 
697,there are no cats that are fish 
698,every politician is a living organism 
699,there is no such thing as a water creature that is able to breathe underwater 
700,there are no animals that are living creatures 
701,no individual who is a physicist is an english teacher 
702,anything that is a mammal is not an insect 
703,it is true that there are some individuals who are musicians who are not pianists 
704,it is not true that any bird is a cat 
705,every human is an animal that is a primate 
706,anything that is a human is a primate 
707,there is no fire which is hot 
708,every animal is a mammal 
709,every object that orbits a star is a planet 
710,every single hammer is a tool 
711,there are no politicians that are fish 
712,every single mammal is an animal 
713,nothing that is a cold blooded animal is also a reptile 
714,every creature that is a human is an academic 
715,every single mammal is an animal 
716,anything that is a scientist is a person who studies 
717,every keyboard is a cloud 
718,the set of living beings is a subset of the set of animals with gills 
719,there exist creatures which are sharks that are not creatures that leave in water 
720,it is true that all cars are vehicles 
721,there is not a single item that is a car and also a truck 
722,every single thing that is a bird is an animal 
723,every car is a vehicle 
724,not a single thing that is a canine is a feline 
725,every single person who is a biologist is a scientist 
726,not a single person who is a poodle is a dog 
727,all successful people are those who can be rich 
728,every car is a motorized vehicle 
729,it is true that every single book is invisible 
730,there are no dogs that are cats 
731,nothing that is a liquid is a solid 
732,there are no fiction books that are not non fiction 
733,gold is always classified as a metal 
734,a few aquatic animals are fish 
735,every single dog is a mammal 
736,no animal that is a dog is a bird 
737,any beverage that is chilled is cold 
738,it is the case that some individuals who are professors are not lecturers 
739,the group of furniture is a subset of the group of chairs 
740,there are no humans who are insects 
741,anything that is a fish is not a mammal 
742,anything that is a cat is a feline 
743,not a single item that is an instrument is a piano 
744,everything that is an oak is a plant 
745,anything that is a primate has a thumb 
746,there is no plant that is a mushroom 
747,there are no animals that do not live on land 
748,there exist some fish that are bony fish 
749,every single person is a human 
750,it is the case that no cars are boats 
751,anything with an internal combustion engine needs fuel 
752,all things that are made of wood can catch on fire 
753,it is true that all novels are books 
754,it is true that every single vehicle is a cloud 
755,every single snake is a reptile 
756,nothing that is a vehicle is a building 
757,everything that is an ocean is a body of water 
758,it is the case that all trees are plants 
759,each and every star is a celestial body 
760,it is not the case that every novel has pages 
761,every plant is a living thing 
762,it is true that everything that is an animal is a mammal 
763,every object that is a living thing is an object with mass 
764,a square can not be a shape 
765,there are some celestial bodies that are stars 
766,there are no animals that are vegetables 
767,there are no creatures with feathers which are also insects 
768,there are some mammals that can fly 
769,anything which is a human is capable of walking 
770,every single elephant is a mammal 
771,every single four sided shape is a rectangle 
772,anything that is a car is an object that moves 
773,there are no houses that are buildings 
774,every person who is a professional cook is a person who can cook 
775,nothing that is a mineral is a plant 
776,anyone who is a reader is a scholar 
777,there is no fish that is a mammal 
778,hats and jackets do not overlap 
779,the set of refrigerators and the set of pieces of furniture have nothing in common 
780,animals and tables have no overlap whatsoever 
781,some of the mammals are carnivores 
782,there are no parrots which are mammals 
783,anything that is a carrot is also a fruit 
784,every spoon is a planet 
785,anything that is an insect is a creature made of glass 
786,there is not a single item that is both a color and red 
787,every car can be described as a machine 
788,every single shirt is a piece of clothing 
789,every vehicle has wheels 
790,anything that is a dog is an animal 
791,there is no plant that is a rock 
792,people are not in any way learners 
793,all things which are oceans are computers 
794,nothing that is mortal is immortal 
795,there are no plants that are fish 
796,furniture are things that are in no way items for sitting 
797,every monkey is a primate 
798,some trains are not celestial bodies 
799,every single truck is a vehicle 
800,there is n't a single car that is a two wheeled vehicle 
801,there are no items that are not plants that are plants 
802,there 's no small rodent that is a bear 
803,there exist no poodles that are also cats 
804,any individual who is a teacher is a robot 
805,anything that is a human is a primate 
806,everything that is a tree is a plant 
807,every single human being is a mammal 
808,some animals are human 
809,there are no mammals that are birds 
810,anything that is a cat is a feline 
811,every single human is a monkey 
812,every single building is alive 
813,every single writing tool is a spaceship 
814,there are some individuals who find pleasure in reading who are librarians 
815,anything that is a bird is a vertebrate 
816,absolutely nothing that is a reptile is a mammal 
817,nothing that is an animal is a non living thing 
818,every single integer is divisible by two 
819,there are no liquids that are solids 
820,nothing that is a cat is a reptile 
821,there are no birds which are cats 
822,every capital city is considered a major city 
823,some of the spoons are reptiles 
824,every single thing that is a snake is a cold blooded animal 
825,anything that is a fish swims 
826,there are no stones that are alive 
827,every single writing tool is a pencil 
828,there exist some mammals that have fur 
829,among the items that are dogs some are mammals 
830,all plants are in need of sunlight 
831,not one single insect is a six legged arthropod 
832,there exist cats that are also mammals 
833,there are no birds that do not have wings 
834,it is not the case that every single vegetable is a food 
835,not one single rectangle is a four sided polygon 
836,it is true that everything that is a table is furniture 
837,among those who are students there are some who are athletes 
838,it is a fact that all mammals are animals 
839,wives are not people 
840,there is no physicist who is not a person 
841,every teacher is a robot 
842,anything that is a spoon is a form of cutlery 
843,everything that is a song is also a mountain 
844,it is a fact that every tulip is a flower 
845,some of the dogs are mammals 
846,everything that is a doctor is a medical professional 
847,anyone who is a president is a citizen 
848,there is not a single sound that is a phenomenon that travels in waves 
849,it is not the case that a paper good is made of paper 
850,every piece of furniture that is a chair is made of liquid 
851,all things which are mammals are vertebrates 
852,not a single house is a stadium 
853,the class of insects and the class of lions do not overlap 
854,there exist some birds that are fish 
855,every dog is a mammal 
856,it is the case that all professionals are adults 
857,every novel is a book 
858,there are no mammals that are fish 
859,there are no dogs that are reptiles 
860,it is impossible for furniture to be a chair 
861,kitchen items are never hammers 
862,everything that is a bird is an animal 
863,anything that is a planet is a celestial body 
864,anything that is a dog is also a pet 
865,anything that is a fish is an animal 
866,it is the case that no bird is a fish 
867,there are no animals that fly which are also fish 
868,there are no cars which are airplanes 
869,every parrot has a beak 
870,a thing that is a square can not be a circle 
871,anyone who is a rose is red 
872,a portion of healthy foods are vegetables 
873,anyone who is a doctor is trained in medicine 
874,every flying object is a creature with wings 
875,everything that is a fish is a vertebrate 
876,stars and gas giants have no overlap whatsoever 
877,it is not the case that every huma is a man 
