id canonical_form 
498 A teacher educator
499 E chair musical_instrument
500 A cat type_of_animal
501 A elephant mammal
502 E penguin flying_bird
503 E snake mammal
504 A human mammal
505 A bird mammal
506 A rose flower
507 E man cat
508 A cat vertebrate
509 A fish plant
510 A human_being vegetable
511 A nurse healthcare_professional
512 E drum trumpet
513 E mammal reptile
514 A teacher educator
515 E liquid solid
516 A fish thing_that_can_be_seen_to_write_novel
517 A dog animal
518 A mammal cold_blooded
519 O furniture chair
520 I building house
521 A mammal living_organism
522 E animal living_creature
523 E vehicle car
524 A car vehicle
525 A dog mammal
526 A bird vertebrate
527 E car boat
528 E zebra dog
529 E human animal
530 A prime_minister politician
531 A cloud thing_made_of_rock
532 E computer animal
533 A person_from_new_york person_who_need_to_pay_tax
534 A mammal warm_blooded
535 I animal sparrow
536 E flower vegetable
537 E musician non_artistic_person
538 A dog mammal
539 E dog canine
540 A bird flying_creature
541 E table desk
542 A insect thing_that_has_six_leg
543 A cat dog
544 E fish mammal
545 E fish land_animal
546 E money currency
547 A poodle dog
548 E table chair
549 I leader politician
550 E reptile mammal
551 A pencil writing_instrument
552 I plant type_of_vegetable
553 A car vehicle
554 A square polygon
555 E car thing_made_of_water
556 I car truck
557 E mammal fish
558 E animal creature_with_beak_and_feather
559 E lion animal
560 E bird winged_creature
561 I building dog
562 A lion building
563 A triangle polygon
564 A banana type_of_fruit
565 O car liquid
566 A flower plant
567 E number concept
568 A rock heavy
569 A hut vehicle
570 A ocean desert
571 A unit_of_time liquid
572 A cat dog
573 I student human
574 A rose flower
575 A planet round
576 A fish thing_that_live_in_a_tree
577 E mammal reptile
578 E even_number word
579 A shirt garment
580 E dog feline
581 A hammer object_made_by_human
582 I bee insect
583 E invertebrate vertebrate
584 A doctor professional
585 E comet moon
586 E cat mammal
587 A chef culinary_expert
588 E student teacher
589 E plant human
590 I athlete non_runner
591 A cat creature_with_three_eye
592 A living_thing creature
593 E soda juice
594 E vegetable fruit
595 E book fiction_and_also_non_fiction
596 A priest man
597 E car liquid
598 A dog animal
599 E liquid solid
600 A penguin living_creature
601 A rose flower
602 A planet animal
603 A phone electronic_device
604 E pet canine
605 E tree human_being
606 E circle square
607 E scientist author_of_fantasy_novel
608 E spoon fork
609 A eagle bird
610 E dog feline
611 A animal living_thing
612 E bird fish
613 A doctor human_being
614 A dog mammal
615 A mountain landform_that_is_flat
616 A tulip flower
617 A vehicle something_that_can_fly
618 I voter citizen
619 A fish insect
620 A tiger feline
621 A carrot vegetable
622 E engineer medical_practitioner
623 I vehicle machine
624 E river ocean
625 A politician citizen
626 E car motorcycle
627 A piece_of_furniture sentient
628 E triangle square
629 I researcher academic
630 E fish mammal
631 A mammal warm_blooded_animal
632 A vehicle car
633 E feline cat
634 A professor academic
635 A human primate
636 A tool object
637 A chair furniture
638 E planet cloud
639 A geometric_figure emotion
640 A bicycle vehicle
641 A bird thing_that_can_fly
642 A animal mammal
643 A person human
644 A mammal thing_made_of_glass
645 E mammal insect
646 E tree thing_that_can_not_teleport
647 A planet thing_made_of_cheese
648 E pencil pen
649 A mammal human
650 O insect bird
651 E bird insect
652 A table furniture
653 A cat cloud
654 E animal plant
655 I child human
656 E scientist artist
657 E car bicycle
658 I rock guitar
659 E fruit baked_good
660 E plant stone
661 A vegetable cloud
662 A cat four_legged_creature
663 E fish insect
664 A square thing_that_has_four_equal_side
665 A dog animal
666 I aquatic_animal fish
667 E arachnid thing_that_has_eight_leg
668 A number letter
669 A spider mammal
670 O ocean continent
671 A planet celestial_body
672 A robot thing_made_of_water
673 E man woman
674 A sedan car
675 A solid animal
676 A shark aquatic_creature
677 E plant living_thing
678 A star cold
679 A insect creature_that_has_six_leg
680 A tiger feline
681 I feline pet
682 E number even_and_odd
683 A poodle canine
684 A doctor alien
685 E clothing shirt
686 A pencil writing_tool
687 A technology piece_of_furniture
688 A musician artist
689 E doctor lawyer
690 I planet rock
691 I bird thing_that_can_fly
692 O metal gold
693 A square shape_that_is_round
694 A dog creature
695 E chair piece_of_furniture
696 O tree thing_that_has_root
697 E cat fish
698 A politician living_organism
699 E water_creature thing_that_is_able_to_breathe_underwater
700 E animal living_creature
701 E physicist english_teacher
702 E mammal insect
703 O musician pianist
704 O bird cat
705 A human animal_that_is_a_primate
706 A human primate
707 E fire hot
708 A animal mammal
709 A object_that_orbit_a_star planet
710 A hammer tool
711 E politician fish
712 A mammal animal
713 E cold_blooded_animal reptile
714 A human academic
715 A mammal animal
716 A scientist person_who_study
717 A keyboard cloud
718 A living_being animal_with_gill
719 O shark creature_that_leave_in_water
720 A car vehicle
721 E car truck
722 A bird animal
723 A car vehicle
724 E canine feline
725 A biologist scientist
726 E poodle dog
727 A successful_person those_who_can_be_rich
728 A car motorized_vehicle
729 A book invisible
730 E dog cat
731 E liquid solid
732 E fiction_book non_fiction
733 A gold metal
734 I aquatic_animal fish
735 A dog mammal
736 E dog bird
737 A chilled_beverage cold
738 O professor lecturer
739 A furniture chair
740 E human insect
741 E fish mammal
742 A cat feline
743 E instrument piano
744 A oak plant
745 A primate thing_that_has_a_thumb
746 E plant mushroom
747 E animal thing_that_do_not_live_on_land
748 I fish bony_fish
749 A person human
750 E car boat
751 A thing_with_internal_combustion_engine thing_that_need_fuel
752 A thing_made_of_wood thing_that_can_catch_on_fire
753 A novel book
754 A vehicle cloud
755 A snake reptile
756 E vehicle building
757 A ocean body_of_water
758 A tree plant
759 A star celestial_body
760 O novel thing_that_has_page
761 A plant living_thing
762 A animal mammal
763 A living_thing object_with_mass
764 E square shape
765 I celestial_body star
766 E animal vegetable
767 E creature_with_feather insect
768 I mammal thing_that_can_fly
769 A human thing_that_is_capable_of_walking
770 A elephant mammal
771 A four_sided_shape rectangle
772 A car object_that_move
773 E house building
774 A professional_cook person_who_can_cook
775 E mineral plant
776 A reader scholar
777 E fish mammal
778 E hat jacket
779 E refrigerator piece_of_furniture
780 E animal table
781 I mammal carnivore
782 E parrot mammal
783 A carrot fruit
784 A spoon planet
785 A insect creature_made_of_glass
786 E color red
787 A car machine
788 A shirt piece_of_clothing
789 A vehicle thing_that_has_wheel
790 A dog animal
791 E plant rock
792 E people learner
793 A ocean computer
794 E mortal immortal
795 E plant fish
796 E furniture item_for_sitting
797 A monkey primate
798 O train celestial_body
799 A truck vehicle
800 E car two_wheeled_vehicle
801 E item plant
802 E small_rodent bear
803 E poodle cat
804 A teacher robot
805 A human primate
806 A tree plant
807 A human_being mammal
808 I animal human
809 E mammal bird
810 A cat feline
811 A human monkey
812 A building alive
813 A writing_tool spaceship
814 I person_who_find_pleasure_in_reading librarian
815 A bird vertebrate
816 E reptile mammal
817 E animal non_living_thing
818 A integer thing_that_is_divisible_by_two
819 E liquid solid
820 E cat reptile
821 E bird cat
822 A capital_city major_city
823 I spoon reptile
824 A snake cold_blooded_animal
825 A fish thing_that_swim
826 E stone alive
827 A writing_tool pencil
828 I mammal thing_that_has_fur
829 I dog mammal
830 A plant thing_that_is_in_need_of_sunlight
831 E insect six_legged_arthropod
832 I cat mammal
833 E bird thing_that_do_not_have_wing
834 O vegetable food
835 E rectangle four_sided_polygon
836 A table furniture
837 I student athlete
838 A mammal animal
839 E wife people
840 E physicist person
841 A teacher robot
842 A spoon form_of_cutlery
843 A song mountain
844 A tulip flower
845 I dog mammal
846 A doctor medical_professional
847 A president citizen
848 E sound phenomenon_that_travel_in_wave
849 O paper_good thing_made_of_paper
850 A chair thing_made_of_liquid
851 A mammal vertebrate
852 E house stadium
853 E insect lion
854 I bird fish
855 A dog mammal
856 A professional adult
857 A novel book
858 E mammal fish
859 E dog reptile
860 E furniture chair
861 E kitchen_item hammer
862 A bird animal
863 A planet celestial_body
864 A dog pet
865 A fish animal
866 E bird fish
867 E animal flying_creature_and_also_fish
868 E car airplane
869 A parrot thing_that_has_a_beak
870 E square circle
871 A rose red
872 I healthy_food vegetable
873 A doctor person_trained_in_medicine
874 A flying_object creature_with_wing
875 A fish vertebrate
876 E star gas_giant
877 O huma man
878 A doctor human
879 A liquid molecule
880 I idea thing_made_of_cheese
881 E insect mammal
882 I large_predator insect
883 E chair furniture
884 E polygon circle
885 A apple vegetable
886 A vehicle animal
887 A human alien
888 E book electronic_device
889 I robot teenager
890 E carrot bell_pepper
891 E reptile mammal
892 E relative family_member
893 E celestial_body piece_of_furniture
894 A man human
895 I fruit bicycle
896 I fitness_enthusiast runner
897 A rose plant
898 A dog living_creature
899 A animal thing_that_is_capable_of_breathing_underwater
900 E people_who_are_student inhanimate_object
901 A reptile animal
902 E mammal object_that_can_think
903 A car emotion
904 A work_of_poetry type_of_literature
905 A arachnid thing_that_has_six_leg
906 A rose flower
907 E mammal thing_that_has_feather
908 A car vehicle
909 E flying_animal penguin
910 A poodle dog
911 E flower organism
912 A author creative
913 E human thing_that_is_not_made_of_glass
914 O vehicle bicycle
915 A fish animal
916 A cat animal
917 E animal plant
918 E mammal fish
919 E doctor medical_professional
920 I lawyer mythical_creature
921 E people individual_who_hold_public_office
922 E teacher student
923 A vehicle magical_item
924 E liquid solid
925 A parrot bird
926 A salamander planet
927 I animal vertebrate
928 A shirt article_of_clothing
929 A tomato planet
930 E human animal
931 E flower tree
932 E bird insect
933 A dog mammal
934 E worm insect
935 A dog animal
936 E bird mammal
937 E cat animal
938 O car train
939 E mammal fish
940 E triangle square
941 E reptile mammal
942 E bird mammal
943 A feline cat
944 I chair people
945 A car thing_that_has_wheel
946 E bird fish
947 A apple fruit
948 A car vehicle
949 A bird mammal
950 A rose plant
951 I sports sport
952 E ice frozen_water
953 E liquid h2o
954 E animal rock
955 I creature_that_can_fly bird
956 A hammer tool
957 E doctor teacher
958 E reptile mammal
959 A tree plant
960 E animal car
961 I beverage juice
962 A sun celestial_body
963 I cat animal
964 I large_city capital_city
965 A location capital_city
966 A meteor planet
967 A dog animal
968 A elephant mammal
969 A sparrow animal
970 A student person
971 A tree living_organism
972 A bicycle vehicle
973 I daddy_longlegs creature_with_eight_leg
974 I cat mammal
975 A mammal animal
976 I gecko reptile
977 A human creature_with_ten_leg
978 A house building
979 I insect creature_that_have_four_leg
980 E paperback book
981 A sun giant_ball_of_gas
982 I fish salmon
983 E car tree
984 I table rock
985 A dog being
986 A penguin bird
987 O magazine animal
988 A doctor person_with_a_degree
989 I fish tuna
990 I whale fish
991 A dog animal
992 E cat feline
993 O line polygon
994 E building animal
995 A bird dog
996 E structure cloud
997 A house building
998 A animal retriever
